id,trade_id,user_id,question_id,dimension,used
854,66449,45,132,0,FALSE
855,66452,45,132,0,FALSE
856,66453,45,772,1,TRUE
857,66455,8935,772,0,FALSE
858,66456,8935,132,1,TRUE
859,66460,45,772,1,TRUE
860,66462,8935,132,0,FALSE
861,66463,45,132,0,FALSE
862,66464,45,772,1,TRUE
863,66466,8935,132,0,FALSE
864,66471,45,132,0,FALSE
865,66473,45,772,1,TRUE
866,66474,45,132,0,FALSE
867,66499,45,772,1,TRUE
868,66501,45,132,0,FALSE
869,66504,45,772,1,TRUE
870,66508,45,132,0,FALSE
871,66509,45,772,1,TRUE
872,66510,45,132,1,TRUE
873,66511,45,772,0,FALSE
874,66686,5122,398,0,FALSE
875,66690,5122,399,0,FALSE
876,66693,5122,398,0,FALSE
877,66694,5122,399,1,TRUE
878,66738,45,164,0,FALSE
879,66739,45,74,1,TRUE
880,66740,45,164,2,TRUE
881,66741,45,74,0,FALSE
882,66742,45,164,3,TRUE
883,66843,5282,127,1,TRUE
884,66844,5282,377,0,FALSE
885,66845,5282,127,0,FALSE
886,66846,5282,377,1,TRUE
887,66850,5282,127,0,FALSE
888,66852,5282,377,1,TRUE
889,66980,45,399,0,FALSE
890,66982,45,399,2,TRUE
891,67099,372,74,1,TRUE
892,67100,372,164,0,FALSE
893,67101,372,74,3,TRUE
894,67103,372,164,0,FALSE
895,67104,372,74,3,TRUE
896,67109,296,377,1,TRUE
897,67111,4769,377,1,TRUE
898,67113,4769,377,1,TRUE
899,67128,45,74,1,TRUE
900,67132,45,164,0,FALSE
901,68772,45,399,2,TRUE
902,68776,45,399,0,FALSE
903,69535,45,124,1,TRUE
904,71741,372,127,1,TRUE
905,71742,372,377,0,FALSE
906,71775,45,124,1,TRUE
907,71777,45,128,1,TRUE
908,71779,45,128,1,TRUE
909,71786,45,164,0,FALSE
910,71787,45,74,3,TRUE
911,71790,45,127,1,TRUE
912,71791,45,377,1,TRUE
913,71838,45,124,1,TRUE
914,71841,45,128,1,TRUE
915,71842,45,124,1,TRUE
916,71843,45,128,0,FALSE
917,71845,45,124,0,FALSE
918,71848,45,128,1,TRUE
919,71850,45,124,1,TRUE
920,71852,45,128,1,TRUE
921,71859,45,128,1,TRUE
922,71861,45,124,1,TRUE
923,71863,45,128,1,TRUE
924,71866,45,124,0,FALSE
925,71868,45,128,1,TRUE
926,71871,45,124,0,FALSE
927,71874,45,164,0,FALSE
928,71991,4769,127,0,FALSE
929,71992,4769,377,1,TRUE
930,72114,5282,836,1,TRUE
931,72265,2283,834,4,TRUE
932,72266,2283,836,1,TRUE
933,72307,45,164,2,TRUE
934,72312,45,834,0,FALSE
936,72315,45,834,4,TRUE
938,72318,45,834,4,TRUE
940,72730,45,836,1,TRUE
941,72731,45,834,4,TRUE
944,72838,45,399,1,TRUE
946,72841,45,127,1,TRUE
958,72999,45,772,0,FALSE
935,72314,45,836,2,TRUE
943,72757,45,399,2,TRUE
951,72932,45,836,1,TRUE
954,72936,45,836,4,TRUE
937,72317,45,836,6,TRUE
939,72320,45,836,0,FALSE
945,72840,45,377,1,TRUE
947,72842,45,377,1,TRUE
948,72873,45,374,1,TRUE
949,72919,372,354,1,TRUE
952,72934,45,836,2,TRUE
942,72755,45,128,1,TRUE
950,72930,45,834,0,FALSE
953,72935,45,836,5,TRUE
955,72938,45,836,3,TRUE
956,72939,45,836,4,TRUE
957,72962,296,127,1,TRUE
959,73001,45,132,0,FALSE
960,73003,45,772,0,FALSE
961,73015,45,772,0,FALSE
962,73395,45,399,0,FALSE
963,73396,45,399,2,TRUE
964,73716,45,764,0,FALSE
965,73717,45,764,0,FALSE
966,73718,45,764,0,FALSE
967,73719,45,764,1,TRUE
968,73721,45,768,1,TRUE
969,73722,45,764,0,FALSE
970,73723,45,764,0,FALSE
971,73730,45,765,0,FALSE
972,73731,45,767,0,FALSE
973,73732,45,767,0,FALSE
974,73733,45,767,3,TRUE
975,73734,45,767,3,TRUE
976,73737,45,767,2,TRUE
977,73738,45,767,1,TRUE
978,73739,45,767,1,TRUE
979,75583,45,399,2,TRUE
980,75586,45,399,0,FALSE
981,75662,176,127,1,TRUE
982,76055,9670,337,0,FALSE
983,76094,9670,211,2,TRUE
984,76109,9670,374,1,TRUE
985,76118,9670,330,0,FALSE
986,77443,9670,330,0,FALSE
987,77766,45,74,2,TRUE
988,77768,45,399,0,FALSE
989,77769,45,399,2,TRUE
990,77803,45,767,0,FALSE
991,77804,45,767,0,FALSE
992,77805,45,767,0,FALSE
993,77806,45,767,3,TRUE
994,77807,45,767,3,TRUE
995,77808,45,767,3,TRUE
996,77809,45,767,1,TRUE
997,77810,45,767,1,TRUE
998,77811,45,767,2,TRUE
999,77812,45,767,2,TRUE
1000,77813,45,767,2,TRUE
1001,77928,9670,337,0,FALSE
1002,77962,9670,330,0,FALSE
1003,78114,45,769,1,TRUE
1004,78117,45,766,0,FALSE
1005,78141,45,834,4,TRUE
1006,78143,45,124,1,TRUE
1007,78144,45,124,0,FALSE
1008,78306,9670,330,0,FALSE
1009,78334,9670,337,0,FALSE
1010,78764,9670,330,0,FALSE
1011,79003,9670,330,0,FALSE
1012,80126,9722,803,1,TRUE
1013,80403,45,834,2,TRUE
1014,80404,45,834,3,TRUE
1015,80405,45,836,0,FALSE
1016,80443,296,766,1,TRUE
1017,80444,296,767,2,TRUE
1018,81120,9776,566,1,TRUE
1019,81121,9776,217,1,TRUE
1020,81267,9778,354,1,TRUE
1021,81277,5122,772,0,FALSE
1022,81711,9795,566,4,TRUE
1023,82184,45,399,0,FALSE
1024,82185,45,399,1,TRUE
1025,82368,6782,372,0,FALSE
1026,82369,6782,410,1,TRUE
1027,82370,6782,372,0,FALSE
1028,82372,6782,410,1,TRUE
1029,82373,6782,372,0,FALSE
1030,82375,6782,410,1,TRUE
1031,82405,2283,44,1,TRUE
1032,82407,2283,43,4,TRUE
1033,82409,2283,44,0,FALSE
1034,82413,2283,43,0,FALSE
1035,82418,2283,44,0,FALSE
1036,82420,2283,43,2,TRUE
1037,82422,2283,44,0,FALSE
1038,82559,2315,43,0,FALSE
1039,82560,2315,44,0,FALSE
1040,82562,2315,43,1,TRUE
1041,82564,2315,44,0,FALSE
1042,82573,2315,43,2,TRUE
1043,82580,2315,44,0,FALSE
1044,82618,2315,43,3,TRUE
1045,82619,2315,44,4,TRUE
1046,82620,2315,43,0,FALSE
1047,82621,2315,44,2,TRUE
1048,82622,2315,43,4,TRUE
1049,82623,2315,44,3,TRUE
1050,82625,2315,44,0,FALSE
1051,82626,2315,43,3,TRUE
1052,82627,2315,44,0,FALSE
1053,82628,2315,43,0,FALSE
1054,82629,2315,44,0,FALSE
1055,82630,2315,43,1,TRUE
1056,82632,2315,44,0,FALSE
1057,82633,2315,43,1,TRUE
1058,82634,2315,44,2,TRUE
1059,82635,2315,43,0,FALSE
1060,82636,2315,44,2,TRUE
1062,82638,2315,44,2,TRUE
1069,82645,2315,43,1,TRUE
1075,82651,2315,43,4,TRUE
1076,82652,2315,46,4,TRUE
1080,82657,2315,44,2,TRUE
1091,83122,372,803,0,FALSE
1095,83207,2299,341,0,FALSE
1101,83265,2299,372,1,TRUE
1105,83269,2299,374,0,FALSE
1061,82637,2315,43,0,FALSE
1063,82639,2315,43,0,FALSE
1065,82641,2315,43,0,FALSE
1078,82654,2315,44,0,FALSE
1086,82776,5282,111,5,TRUE
1090,82952,1386,803,1,TRUE
1092,83187,2299,337,4,TRUE
1100,83264,2299,410,1,TRUE
1103,83267,2299,374,0,FALSE
1106,83270,2299,835,5,TRUE
1064,82640,2315,46,1,TRUE
1068,82644,2315,46,0,FALSE
1071,82647,2315,43,0,FALSE
1081,82658,2315,43,2,TRUE
1082,82659,2315,46,0,FALSE
1084,82771,5282,111,0,FALSE
1087,82932,2283,399,0,FALSE
1088,82933,2283,399,2,TRUE
1099,83263,2299,374,1,TRUE
1066,82642,2315,44,2,TRUE
1072,82648,2315,44,2,TRUE
1077,82653,2315,43,2,TRUE
1079,82655,2315,43,0,FALSE
1083,82749,5282,124,1,TRUE
1085,82775,5282,112,0,FALSE
1094,83189,2299,338,1,TRUE
1096,83208,2299,337,3,TRUE
1097,83209,2299,341,1,TRUE
1102,83266,2299,410,1,TRUE
1104,83268,2299,386,1,TRUE
1067,82643,2315,43,1,TRUE
1070,82646,2315,46,4,TRUE
1073,82649,2315,43,0,FALSE
1074,82650,2315,46,1,TRUE
1089,82934,2283,399,1,TRUE
1093,83188,2299,341,1,TRUE
1098,83210,2299,337,2,TRUE
1107,83271,2299,374,1,TRUE
1108,83272,2299,835,4,TRUE
1109,83273,2299,374,1,TRUE
1110,83277,2299,835,3,TRUE
1111,83295,85,566,0,FALSE
1112,83296,85,217,0,FALSE
1113,83298,9830,566,4,TRUE
1114,83299,85,566,4,TRUE
1115,83301,85,566,1,TRUE
1116,83302,85,217,0,FALSE
1117,83303,85,566,3,TRUE
1118,83304,85,217,0,FALSE
1119,83305,85,566,3,TRUE
1120,83306,85,217,2,TRUE
1121,83312,2299,566,0,FALSE
1122,83313,2299,566,4,TRUE
1123,83314,2299,566,3,TRUE
1124,83315,2299,566,2,TRUE
1125,83345,9830,566,4,TRUE
1126,83392,5282,687,1,TRUE
1127,83393,5282,687,0,FALSE
1128,83433,2299,111,0,FALSE
1129,83519,9830,566,4,TRUE
1130,83563,4769,566,4,TRUE
1131,83617,2283,399,0,FALSE
1132,83618,2283,399,1,TRUE
1133,83622,45,399,0,FALSE
1134,83623,45,399,2,TRUE
1135,83727,9830,566,4,TRUE
1136,83851,9841,566,1,TRUE
1137,84196,9830,566,4,TRUE
1138,84371,9830,566,4,TRUE
1139,84445,85,217,4,TRUE
1140,84482,4769,853,0,FALSE
1141,84484,4769,317,0,FALSE
1142,84485,4769,853,0,FALSE
1143,84507,45,853,0,FALSE
1144,84524,5122,772,1,TRUE
1145,84526,5122,132,1,TRUE
1146,84527,5122,772,0,FALSE
1147,84530,5122,772,0,FALSE
1148,84532,5122,132,0,FALSE
1149,84541,5122,772,0,FALSE
1150,84542,5122,132,0,FALSE
1151,84687,9830,566,4,TRUE
1152,84870,45,853,1,TRUE
1153,84871,45,853,1,TRUE
1154,84872,45,853,1,TRUE
1155,84873,45,853,1,TRUE
1156,84887,45,802,1,TRUE
1157,84909,4769,853,0,FALSE
1158,85178,821,102,0,FALSE
1159,85295,9878,152,7,TRUE
1160,85424,9881,566,0,FALSE
1161,85425,9881,217,1,TRUE
1162,85559,9881,566,0,FALSE
1163,85602,45,128,1,TRUE
1164,85672,9881,566,0,FALSE
1165,85751,9881,566,0,FALSE
1166,85803,9881,566,0,FALSE
1167,85982,9881,566,0,FALSE
1168,86018,821,401,0,FALSE
1169,86019,821,607,3,TRUE
1170,86205,85,338,1,TRUE
1171,86224,45,337,4,TRUE
1172,86236,45,399,2,TRUE
1173,86238,45,399,1,TRUE
1174,86239,45,399,0,FALSE
1175,86240,2283,399,1,TRUE
1176,86241,85,399,2,TRUE
1177,86242,85,399,0,FALSE
1178,86351,85,399,0,FALSE
1179,86444,9927,217,1,TRUE
1180,86603,9892,102,0,FALSE
1181,86698,796,353,0,FALSE
1182,86723,45,132,1,TRUE
1183,86724,45,132,0,FALSE
1184,86725,45,132,1,TRUE
1185,86726,45,132,0,FALSE
1186,86771,2299,768,1,TRUE
1187,86772,2299,768,0,FALSE
1188,86774,2299,772,0,FALSE
1189,86775,2299,772,1,TRUE
1190,86780,2299,769,1,TRUE
1191,86781,2299,769,0,FALSE
1192,86785,2299,132,1,TRUE
1193,86786,2299,132,0,FALSE
1194,86789,2299,769,0,FALSE
1195,86790,2299,769,1,TRUE
1196,86791,2299,768,1,TRUE
1197,86792,2299,769,1,TRUE
1198,86795,2299,132,1,TRUE
1199,86798,2299,769,1,TRUE
1200,86799,2299,769,0,FALSE
1201,86800,2299,132,0,FALSE
1202,86803,2299,772,0,FALSE
1203,86805,2299,772,1,TRUE
1204,86806,2299,772,0,FALSE
1205,86838,821,853,1,TRUE
1206,86839,4769,853,1,TRUE
1207,86842,4769,317,0,FALSE
1211,86851,4769,317,0,FALSE
1212,86857,4769,853,0,FALSE
1215,86866,4769,853,1,TRUE
1217,86872,4769,853,1,TRUE
1223,86887,4769,317,0,FALSE
1226,86893,4769,317,0,FALSE
1228,86897,4769,317,0,FALSE
1208,86844,4769,317,0,FALSE
1218,86874,4769,317,0,FALSE
1220,86879,4769,853,0,FALSE
1221,86883,4769,317,0,FALSE
1225,86891,4769,317,0,FALSE
1232,86907,4769,317,0,FALSE
1236,87097,2315,410,1,TRUE
1240,87101,2315,835,5,TRUE
1209,86845,4769,853,0,FALSE
1224,86889,4769,317,0,FALSE
1227,86895,4769,317,0,FALSE
1229,86899,4769,317,0,FALSE
1230,86901,4769,853,0,FALSE
1238,87099,2315,835,3,TRUE
1239,87100,2315,835,6,TRUE
1210,86848,4769,317,0,FALSE
1216,86868,4769,853,0,FALSE
1219,86876,4769,853,1,TRUE
1222,86885,4769,317,0,FALSE
1231,86902,4769,853,1,TRUE
1234,86911,4769,853,1,TRUE
1237,87098,2315,386,1,TRUE
1241,87102,2315,410,0,FALSE
1213,86861,4769,317,0,FALSE
1214,86864,4769,853,1,TRUE
1233,86909,4769,317,0,FALSE
1235,86914,4769,853,0,FALSE
1242,87490,9954,317,0,FALSE
1243,87850,9685,410,1,TRUE
1244,87851,9685,410,0,FALSE
1245,87970,45,374,1,TRUE
1246,87971,45,374,0,FALSE
1247,87972,45,74,1,TRUE
1248,87973,45,74,2,TRUE
1249,87974,45,164,1,TRUE
1250,87975,45,164,3,TRUE
1251,88040,2283,132,1,TRUE
1252,88041,2283,132,0,FALSE
1253,88250,821,314,0,FALSE
1254,88252,821,103,0,FALSE
1255,88254,821,312,0,FALSE
1256,88378,85,316,2,TRUE
1257,88379,85,316,2,TRUE
1258,88818,201,387,0,FALSE
1259,88819,201,387,1,TRUE
1260,88824,201,128,0,FALSE
1261,88825,201,128,1,TRUE
1262,89072,367,555,1,TRUE
1263,89076,5122,554,1,TRUE
1264,89077,5122,554,0,FALSE
1265,89078,5122,554,1,TRUE
1266,89079,5122,554,1,TRUE
1267,89080,5122,554,1,TRUE
1268,89081,5122,554,1,TRUE
1269,89082,5122,554,1,TRUE
1270,89084,5122,555,0,FALSE
1271,89085,5122,554,0,FALSE
1272,89086,5122,554,0,FALSE
1273,89087,5122,554,0,FALSE
1274,89088,5122,554,1,TRUE
1275,89089,5122,554,1,TRUE
1276,89131,45,835,6,TRUE
1277,89132,45,386,1,TRUE
1278,89146,2283,374,1,TRUE
1279,89154,2283,374,1,TRUE
1280,89708,10003,217,4,TRUE
1281,89713,45,217,4,TRUE
1282,89730,139,942,20,TRUE
1283,89731,139,926,10,TRUE
1284,89732,139,926,10,TRUE
1285,89733,139,943,15,TRUE
1286,90217,7,217,0,FALSE
1287,90218,7,217,1,TRUE
1288,90219,7,217,1,TRUE
1289,90245,5282,835,6,TRUE
1290,90246,5282,835,4,TRUE
1291,90247,5282,835,5,TRUE
1292,90248,5282,835,6,TRUE
1293,90249,5282,374,1,TRUE
1294,90250,5282,374,1,TRUE
1295,90251,5282,374,0,FALSE
1296,90252,5282,374,0,FALSE
1297,90273,5282,410,0,FALSE
1298,90323,5282,217,4,TRUE
1299,90324,5282,217,4,TRUE
1300,90325,5282,217,3,TRUE
1301,90326,5282,217,2,TRUE
1302,90327,5282,217,1,TRUE
1303,90328,5282,217,4,TRUE
1304,90333,5282,217,2,TRUE
1305,90337,5282,217,3,TRUE
1306,90342,5282,217,4,TRUE
1307,90345,5282,217,4,TRUE
1308,90346,5282,217,4,TRUE
1309,90347,5282,217,3,TRUE
1310,90348,5282,217,4,TRUE
1311,90349,5282,217,4,TRUE
1312,90391,6782,217,0,FALSE
1313,90392,6782,217,0,FALSE
1314,90393,6782,217,1,TRUE
1315,90394,6782,217,1,TRUE
1316,90395,6782,217,1,TRUE
1317,90396,6782,217,1,TRUE
1318,90397,6782,217,2,TRUE
1319,90398,6782,217,2,TRUE
1320,90399,6782,217,2,TRUE
1321,90400,6782,217,4,TRUE
1322,90401,6782,217,4,TRUE
1323,90402,6782,217,4,TRUE
1324,90403,6782,217,4,TRUE
1325,90404,6782,217,4,TRUE
1326,90405,6782,217,3,TRUE
1327,90657,10029,925,18,TRUE
1328,90723,5282,307,4,TRUE
1329,90724,5282,307,0,FALSE
1330,90725,5282,307,0,FALSE
1331,90726,5282,307,1,TRUE
1332,90727,5282,307,0,FALSE
1333,90728,5282,307,4,TRUE
1334,90744,5282,1022,1,TRUE
1335,90745,5282,1023,1,TRUE
1336,90747,5282,1026,1,TRUE
1337,90749,5282,1026,1,TRUE
1338,90884,45,1023,1,TRUE
1339,91208,9778,386,0,FALSE
1340,91422,5282,1023,1,TRUE
1341,91440,5282,1022,1,TRUE
1342,92048,10117,217,3,TRUE
1343,92927,85,1023,0,FALSE
1344,93719,10141,341,1,TRUE
1345,93741,10141,341,1,TRUE
1348,93755,10141,129,0,FALSE
1346,93742,10141,353,0,FALSE
1347,93753,10141,138,9,TRUE
1349,93804,10141,341,1,TRUE
1350,94044,45,399,2,TRUE
1351,94045,45,399,1,TRUE
1352,94637,8,927,10,TRUE
1353,94649,45,927,14,TRUE
1354,94650,45,927,15,TRUE
1355,94651,45,927,12,TRUE
1356,94652,45,927,12,TRUE
1357,94655,45,927,11,TRUE
1358,94658,45,927,10,TRUE
1359,94659,45,927,9,TRUE
1360,94660,45,925,25,TRUE
1361,94661,45,925,25,TRUE
1362,94662,45,925,23,TRUE
1363,94663,45,927,17,TRUE
1364,94664,45,927,17,TRUE
1365,94665,45,927,17,TRUE
1366,94666,45,926,16,TRUE
1367,94667,45,926,16,TRUE
1368,94668,45,926,16,TRUE
1369,94669,45,926,17,TRUE
1370,94670,45,926,17,TRUE
1371,94671,45,926,15,TRUE
1372,94672,45,926,15,TRUE
1373,94673,45,926,15,TRUE
1374,94674,45,926,15,TRUE
1375,94675,45,925,23,TRUE
1376,94676,45,925,23,TRUE
1377,94677,45,925,23,TRUE
1378,94678,45,925,19,TRUE
1379,94679,45,925,20,TRUE
1380,94680,45,925,20,TRUE
1381,94681,45,927,18,TRUE
1382,94682,45,927,14,TRUE
1383,94683,45,927,12,TRUE
1384,94684,45,925,20,TRUE
1385,94685,45,926,17,TRUE
1386,94686,45,926,18,TRUE
1387,94687,45,926,18,TRUE
1388,94688,45,926,18,TRUE
1389,94689,45,926,19,TRUE
1390,94690,45,926,16,TRUE
1391,94691,45,926,16,TRUE
1392,94692,45,926,15,TRUE
1393,94693,45,926,15,TRUE
1394,94694,45,926,13,TRUE
1395,94695,45,926,13,TRUE
1396,94696,45,926,13,TRUE
1397,94697,45,926,13,TRUE
1398,94698,45,926,13,TRUE
1399,94699,45,926,13,TRUE
1400,94700,45,926,13,TRUE
1401,94702,45,926,13,TRUE
1402,94703,45,927,17,TRUE
1403,94705,45,926,20,TRUE
1404,94708,45,927,21,TRUE
1405,94709,45,927,21,TRUE
1406,94710,45,927,21,TRUE
1407,94711,45,927,21,TRUE
1408,94712,45,927,21,TRUE
1409,94713,45,927,21,TRUE
1410,94714,45,927,21,TRUE
1411,94715,45,927,21,TRUE
1412,94716,45,927,21,TRUE
1413,94717,45,927,21,TRUE
1414,94718,45,927,21,TRUE
1415,94719,45,927,21,TRUE
1416,94720,45,927,21,TRUE
1417,94721,45,927,20,TRUE
1418,94722,45,927,20,TRUE
1419,94723,45,927,20,TRUE
1420,94724,45,927,18,TRUE
1421,94725,45,927,19,TRUE
1422,94726,45,927,19,TRUE
1423,94727,45,927,19,TRUE
1424,94779,45,983,6,TRUE
1425,94788,45,957,20,TRUE
1426,94789,45,957,19,TRUE
1427,94790,45,957,18,TRUE
1428,94791,45,957,18,TRUE
1429,95407,45,962,25,TRUE
1430,95408,45,962,25,TRUE
1431,95409,45,962,25,TRUE
1432,95410,45,962,25,TRUE
1433,95411,45,962,25,TRUE
1434,95412,45,962,25,TRUE
1435,95413,45,962,25,TRUE
1436,95420,45,962,25,TRUE
1437,95421,45,962,25,TRUE
1438,95422,45,962,25,TRUE
1439,95423,45,962,25,TRUE
1440,95424,45,962,25,TRUE
1441,95425,45,962,25,TRUE
1442,95426,45,962,25,TRUE
1443,95427,45,962,25,TRUE
1444,95428,45,962,25,TRUE
1445,95429,45,962,25,TRUE
1446,95430,45,962,25,TRUE
1447,95431,45,962,25,TRUE
1448,95432,45,962,25,TRUE
1449,95433,45,962,25,TRUE
1450,95434,45,957,17,TRUE
1451,95435,45,957,17,TRUE
1452,95630,45,977,25,TRUE
1453,95631,45,977,25,TRUE
1454,95632,45,977,25,TRUE
1455,95633,45,977,25,TRUE
1461,95640,45,977,25,TRUE
1462,95641,45,977,25,TRUE
1463,95642,45,977,25,TRUE
1466,95645,45,977,25,TRUE
1469,95648,45,977,25,TRUE
1470,95649,45,977,25,TRUE
1472,95651,45,977,25,TRUE
1473,95652,45,977,25,TRUE
1474,95653,45,977,25,TRUE
1475,95654,45,977,25,TRUE
1480,98307,10248,28,0,FALSE
1485,98391,45,71,2,TRUE
1491,98401,45,71,0,FALSE
1493,98416,45,925,19,TRUE
1456,95634,45,977,25,TRUE
1457,95635,45,977,25,TRUE
1458,95636,45,977,25,TRUE
1459,95637,45,977,25,TRUE
1460,95638,45,977,25,TRUE
1464,95643,45,977,25,TRUE
1465,95644,45,977,25,TRUE
1467,95646,45,977,25,TRUE
1468,95647,45,977,25,TRUE
1471,95650,45,977,25,TRUE
1476,95660,45,927,15,TRUE
1477,97035,276,129,1,TRUE
1478,97899,10141,129,0,FALSE
1479,98239,20,926,15,TRUE
1481,98381,45,28,0,FALSE
1482,98383,45,30,3,TRUE
1483,98386,45,30,2,TRUE
1484,98387,45,30,1,TRUE
1486,98392,45,71,1,TRUE
1487,98395,45,71,1,TRUE
1488,98396,45,71,4,TRUE
1489,98399,45,71,1,TRUE
1490,98400,45,71,3,TRUE
1492,98415,45,925,19,TRUE
1494,100564,7,1043,1,TRUE
1495,100591,176,1043,1,TRUE
1496,100592,45,1043,1,TRUE
1497,100618,45,1037,0,FALSE
1498,100623,45,124,0,FALSE
1499,100624,45,128,0,FALSE
1500,100625,45,128,1,TRUE
1501,101383,1280,316,3,TRUE
1502,101390,1280,316,1,TRUE
1503,101948,59,957,17,TRUE
1504,101952,59,957,17,TRUE
1505,101953,59,957,17,TRUE
1506,101984,45,925,17,TRUE
1507,102240,7,726,0,FALSE
1508,104191,45,1037,0,FALSE
1509,104193,45,1043,1,TRUE
1510,104820,7,726,2,TRUE
1511,104821,10401,726,2,TRUE
1512,104976,10261,1043,1,TRUE
1513,104977,10261,1037,1,TRUE
1514,104978,10261,1043,0,FALSE
1515,104981,10261,1043,0,FALSE
1516,104986,10261,1037,1,TRUE
1517,105002,10261,560,1,TRUE
1518,105013,10261,559,0,FALSE
1519,105053,14,326,0,FALSE
1520,105071,14,943,0,FALSE
1521,105073,14,400,0,FALSE
1522,105074,14,697,0,FALSE
1523,105077,14,963,0,FALSE
1524,105078,14,399,0,FALSE
1525,105096,14,927,0,FALSE
1526,105097,14,102,0,FALSE
1527,105098,14,152,0,FALSE
1528,105099,14,124,0,FALSE
1529,105122,176,144,1,TRUE
1530,105164,821,314,2,TRUE
1531,105244,45,132,0,FALSE
1532,105752,1573,952,22,TRUE
1533,105765,1573,150,4,TRUE
1534,105774,1573,768,1,TRUE
1535,105780,1573,806,1,TRUE
1536,105796,1573,138,7,TRUE
1537,105815,1573,71,3,TRUE
1538,105816,1573,32,2,TRUE
1539,105820,1573,8,2,TRUE
1540,105825,1573,176,2,TRUE
1541,105902,10164,1043,0,FALSE
1542,106480,10203,801,1,TRUE
1543,106481,10203,801,0,FALSE
1544,106482,10203,801,0,FALSE
1545,106483,10203,802,0,FALSE
1546,106485,10203,803,1,TRUE
1547,106486,10203,803,0,FALSE
1548,106490,10203,802,1,TRUE
1549,106642,14,102,0,FALSE
1550,106643,14,124,0,FALSE
1551,106657,14,358,0,FALSE
1552,106659,14,355,0,FALSE
1553,106877,10239,355,0,FALSE
1554,107006,166,1023,1,TRUE
1555,107054,10033,973,14,TRUE
1556,107056,10033,983,14,TRUE
1557,107614,9845,1037,1,TRUE
1558,107664,10512,1037,1,TRUE
1559,107674,10512,1043,1,TRUE
1560,107676,10512,1043,0,FALSE
1561,107678,10512,1037,1,TRUE
1562,108279,45,768,1,TRUE
1563,108317,218,560,1,TRUE
1564,108546,14,102,0,FALSE
1565,108547,14,124,0,FALSE
1566,109096,10526,726,0,FALSE
1567,109167,45,128,1,TRUE
1568,109209,10547,1076,0,FALSE
1569,109244,45,1050,0,FALSE
1570,109245,45,1050,1,TRUE
1571,109246,45,1050,2,TRUE
1572,109247,45,1050,3,TRUE
1573,109248,45,1050,4,TRUE
1574,109249,45,1050,5,TRUE
1575,109250,45,1050,6,TRUE
1576,109251,45,1050,7,TRUE
1577,109252,45,1050,8,TRUE
1580,109332,45,948,11,TRUE
1581,109336,45,968,11,TRUE
1588,109854,10563,768,0,FALSE
1597,110102,45,927,17,TRUE
1578,109278,45,341,1,TRUE
1579,109279,45,338,1,TRUE
1583,109340,45,983,11,TRUE
1584,109342,45,973,11,TRUE
1591,109911,45,768,0,FALSE
1598,110103,45,927,18,TRUE
1600,110111,45,968,11,TRUE
1582,109339,45,953,11,TRUE
1585,109713,45,399,0,FALSE
1587,109769,10556,741,0,FALSE
1590,109909,45,768,1,TRUE
1592,110097,45,927,12,TRUE
1586,109714,45,399,2,TRUE
1589,109908,45,768,0,FALSE
1593,110098,45,927,13,TRUE
1594,110099,45,927,14,TRUE
1595,110100,45,927,15,TRUE
1596,110101,45,927,16,TRUE
1599,110108,45,948,12,TRUE
1601,110193,45,978,12,TRUE
1602,110202,45,988,12,TRUE
1603,110206,45,963,12,TRUE
1604,110208,45,958,12,TRUE
1605,110216,45,953,12,TRUE
1606,110218,45,927,12,TRUE
1607,110336,45,973,12,TRUE
1608,110541,45,697,7,TRUE
1609,110542,45,697,7,TRUE
1610,110543,45,697,3,TRUE
1611,111531,45,943,13,TRUE
1612,111533,45,963,12,TRUE
1613,111541,45,978,13,TRUE
1614,111542,45,988,13,TRUE
1615,111560,45,948,12,TRUE
1616,111561,45,948,12,TRUE
1617,111563,45,948,12,TRUE
1618,111567,45,973,12,TRUE
1619,111569,45,973,12,TRUE
1620,111570,45,983,13,TRUE
1621,111583,45,968,14,TRUE
1622,111585,45,953,12,TRUE
1623,111587,45,953,13,TRUE
1624,111856,9778,217,2,TRUE
1625,111863,2225,771,0,FALSE
1626,111933,10617,802,1,TRUE
1627,111980,10589,697,9,TRUE
1628,112052,10620,1066,5,TRUE
1629,112166,2225,926,25,TRUE
1630,112176,2375,1066,13,TRUE
1631,112453,10633,1076,4,TRUE
1632,112455,10633,1076,4,TRUE
1633,112858,13,71,0,FALSE
1634,112859,13,337,0,FALSE
1635,113016,45,988,14,TRUE
1636,113017,45,988,13,TRUE
1637,113018,45,988,14,TRUE
1638,113021,45,983,13,TRUE
1639,113024,45,927,12,TRUE
1640,113026,45,948,12,TRUE
1641,113030,45,948,12,TRUE
1642,113032,45,948,12,TRUE
1643,113034,45,948,12,TRUE
1644,113047,45,973,12,TRUE
1645,113525,367,1043,0,FALSE
1646,113644,10676,741,0,FALSE
1647,113917,45,943,15,TRUE
1648,113923,45,988,15,TRUE
1649,113944,45,948,15,TRUE
1650,114043,1334,337,4,TRUE
1651,114044,1334,338,1,TRUE
1652,114080,10688,900,3,TRUE
1653,114081,10688,900,3,TRUE
1654,114083,10688,900,3,TRUE
1655,114084,10688,909,4,TRUE
1656,114085,10688,900,0,FALSE
1657,114086,10688,900,1,TRUE
1658,114238,9760,316,1,TRUE
1659,114308,10716,749,1,TRUE
1660,114418,45,132,0,FALSE
